#{"t_start": 1785303116.0894341, "env_id": "None"}
r,l,t,is_success
0.109946,100,6.449851,False
1.618269,100,9.939408,False
0.799474,100,13.544815,False
0.827508,100,17.170578,False
1.762328,100,20.792347,False
1.129438,100,24.747625,False
0.581156,100,28.218789,False
0.594866,100,31.722151,False
0.641483,100,35.278415,False
0.209231,100,39.22129,False
0.708847,100,43.210017,False
1.563507,100,47.042311,False
0.584746,100,50.48253,False
1.312916,100,53.91696,False
1.423219,100,57.337318,False
-12.311662,52,59.544724,False
-18.163922,87,62.473129,False
1.255081,100,65.902501,False
0.531268,100,69.312584,False
1.035601,100,72.958944,False
0.652006,100,76.25975,False
1.114821,100,80.02979,False
1.276026,100,83.545234,False
1.09847,100,86.954508,False
0.88965,100,90.396914,False
1.03725,100,99.650242,False
1.010403,100,103.593598,False
-11.495071,79,106.418363,False
21.633211,72,108.859843,True
0.827796,100,112.432224,False
0.80758,100,116.308792,False
0.304347,100,120.894783,False
0.513711,100,125.034147,False
1.158696,100,129.420778,False
0.634621,100,134.715376,False
21.226292,80,138.43385,True
20.665245,64,141.49326,True
1.233603,100,146.980615,False
1.358152,100,151.491322,False
0.893029,100,155.707796,False
1.486125,100,161.993511,False
0.48372,100,166.458842,False
0.337128,100,171.991047,False
1.538657,100,176.259058,False
0.823913,100,180.717173,False
0.904595,100,184.392082,False
-0.236356,100,187.880259,False
-12.32479,95,191.610861,False
0.807947,100,195.556612,False
0.146121,100,199.544001,False
0.866604,100,203.430215,False
1.039522,100,213.281997,False
1.363253,100,217.455934,False
-12.068221,82,220.590929,False
0.892698,100,224.027982,False
20.933291,27,225.007645,True
0.822648,100,228.830278,False
0.948018,100,232.562335,False
1.272907,100,237.020066,False
0.609528,100,240.626103,False
0.768891,100,244.224535,False
0.956479,100,247.797526,False
1.332669,100,251.533136,False
0.407752,100,255.465004,False
0.981585,100,259.775851,False
-10.126453,69,262.408559,False
0.756322,100,266.062087,False
1.398109,100,269.672267,False
-13.816818,43,271.184472,False
-12.404578,51,273.304739,False
1.125857,100,278.001982,False
0.428662,100,281.972379,False
0.865661,100,285.749279,False
21.734044,96,289.58539,True
1.666384,100,293.499553,False
0.691164,100,298.395679,False
21.318774,50,300.388734,True
0.862774,100,304.416328,False
1.414907,100,308.366814,False
0.89407,100,320.860357,False
-13.023643,99,324.684894,False
0.711096,100,329.094613,False
21.062258,67,331.659526,True
0.966459,100,335.402113,False
0.990805,100,339.233495,False
1.311914,100,343.134018,False
0.951269,100,347.678392,False
0.291715,100,351.588416,False
1.473809,100,355.585317,False
1.270408,100,359.67392,False
0.840709,100,363.845211,False
0.881775,100,368.55206,False
2.12974,100,372.539993,False
1.065798,100,376.578585,False
0.705568,100,380.666669,False
0.334241,100,384.717,False
21.636154,87,388.247714,True
1.219322,100,392.886035,False
0.225659,100,396.749584,False
0.762962,100,400.777454,False
0.593024,100,404.95637,False
1.433013,100,409.182282,False
1.000519,100,413.952772,False
-0.002512,100,418.081472,False
1.102528,100,422.141812,False
0.879694,100,433.60668,False
1.346415,100,437.073761,False
-15.669877,47,439.270208,False
-0.708956,100,442.728516,False
0.052439,100,446.199554,False
1.304116,100,449.651556,False
1.137009,100,453.334911,False
0.606838,100,456.908474,False
21.420767,28,458.506952,True
0.586246,100,462.075959,False
1.467105,100,465.932983,False
-12.123335,86,469.945396,False
1.06465,100,474.355398,False
1.295352,100,478.711328,False
-9.744611,93,483.286641,False
1.048125,100,487.384901,False
-0.024276,100,491.509058,False
-0.737665,100,495.692838,False
0.479001,100,499.89692,False
0.387945,100,505.038046,False
-10.827183,84,508.558426,False
-11.561151,94,512.293819,False
1.629451,100,516.269138,False
20.809076,66,519.011377,True
0.847471,100,523.499518,False
21.612766,79,526.746674,True
-0.318,100,530.601982,False
0.391605,100,542.145344,False
0.840962,100,545.537797,False
0.75766,100,548.998658,False
1.43833,100,553.12234,False
0.18927,100,556.718788,False
1.144631,100,560.548623,False
0.80654,100,564.250881,False
0.743552,100,567.957702,False
1.241485,100,572.382176,False
0.941826,100,576.213703,False
0.847269,100,580.045408,False
1.235713,100,583.86343,False
0.560598,100,587.791279,False
1.321253,100,592.265899,False
1.186155,100,596.138356,False
0.499782,100,599.96313,False
1.342952,100,603.77867,False
0.362648,100,607.641841,False
0.569258,100,612.107902,False
-15.088927,27,613.146638,False
0.720036,100,616.973,False
0.407378,100,620.785625,False
1.024944,100,625.122685,False
0.958401,100,629.000017,False
1.166513,100,633.490067,False
0.604913,100,647.128993,False
-12.324933,76,650.336169,False
1.487959,100,654.651309,False
1.050744,100,658.852908,False
0.84502,100,663.608974,False
1.090108,100,667.851849,False
21.000238,97,671.923772,True
0.771685,100,676.190535,False
1.131997,100,680.634008,False
1.344746,100,685.725047,False
1.402154,100,690.101192,False
0.486902,100,694.544856,False
0.880691,100,698.979327,False
1.265501,100,703.295414,False
0.690088,100,707.855973,False
0.496352,100,713.062652,False
-0.713772,100,717.541463,False
0.294205,100,722.230524,False
1.398518,100,726.795211,False
21.18098,86,730.682601,True
0.892278,100,736.268234,False
1.125492,100,740.476497,False
1.652546,100,744.656707,False
1.146249,100,748.626631,False
0.660022,100,752.623292,False
0.971565,100,757.252057,False
0.001289,100,769.223045,False
0.280967,100,772.826635,False
1.039896,100,776.455171,False
1.140807,100,780.057522,False
-0.104623,100,784.320831,False
-11.472601,64,786.782679,False
1.015486,100,790.6644,False
1.482657,100,794.541796,False
1.129435,100,798.38644,False
1.236332,100,802.446186,False
0.883993,100,807.108655,False
2.346638,100,811.0991,False
0.713644,100,815.08558,False
0.640802,100,819.096315,False
-9.868323,90,822.670684,False
-10.692356,42,825.003397,False
1.426131,100,829.221881,False
-2.578393,100,833.246538,False
1.065963,100,837.281356,False
-1.772091,100,841.247182,False
1.027565,100,845.869072,False
0.40463,100,849.84591,False
0.596131,100,853.82288,False
1.668542,100,857.78935,False
0.624141,100,861.75452,False
21.582794,63,864.261037,True
1.154326,100,876.573482,False
1.059169,100,880.443642,False
0.816965,100,884.303825,False
-9.530308,28,885.479965,False
21.67686,87,888.821979,True
1.897621,100,892.666269,False
21.295385,91,896.791448,True
0.451059,100,900.626876,False
0.804031,100,904.461574,False
1.071985,100,908.302318,False
0.584287,100,912.213045,False
0.534224,100,916.854529,False
1.434123,100,920.839237,False
22.347062,83,924.132887,True
1.558,100,928.100882,False
21.154073,41,929.752405,True
0.311982,100,933.727918,False
1.300646,100,938.397243,False
-2.13806,100,942.385833,False
1.414282,100,946.361561,False
1.224565,100,950.425822,False
1.780562,100,954.607161,False
1.398451,100,959.533495,False
1.848828,100,963.656135,False
1.223342,100,967.795059,False
-0.003188,100,971.936272,False
0.648779,100,976.195614,False
0.471492,100,987.672651,False
0.841978,100,991.382953,False
22.414704,99,995.063931,True
0.797672,100,998.774171,False
0.543273,100,1002.562146,False
1.322095,100,1007.174824,False
1.375593,100,1011.053817,False
2.078376,100,1015.084074,False
1.032864,100,1019.072324,False
-10.849202,68,1021.766076,False
1.268417,100,1025.867868,False
1.021641,100,1030.491907,False
1.240752,100,1034.46054,False
1.128697,100,1038.566643,False
22.506448,77,1041.753866,True
0.683414,100,1045.884099,False
21.661685,71,1049.48524,True
0.734155,100,1053.61137,False
-0.510872,100,1057.74988,False
1.391127,100,1062.069983,False
0.735388,100,1066.273849,False
0.376072,100,1070.395264,False
-12.535876,77,1074.251231,False
1.206345,100,1078.391559,False
1.469151,100,1082.496791,False
-16.446339,71,1085.316066,False
1.801739,100,1097.805903,False
0.752815,100,1102.144274,False
1.55881,100,1105.859636,False
0.678336,100,1109.555905,False
1.516456,100,1113.271302,False
-10.136299,65,1115.690108,False
0.652378,100,1119.532145,False
0.672478,100,1124.032322,False
1.139832,100,1128.174112,False
1.276181,100,1132.18757,False
1.165129,100,1136.240497,False
0.076583,100,1140.227958,False
-9.033088,63,1143.496013,False
-8.99153,80,1146.80393,False
-11.635108,23,1147.752357,False
0.767773,100,1151.890801,False
0.437566,100,1156.026978,False
0.852897,100,1160.163903,False
1.526719,100,1164.985044,False
2.232995,100,1169.107151,False
0.167764,100,1173.231301,False
-13.556756,43,1175.018341,False
0.372786,100,1179.153764,False
1.178707,100,1183.289726,False
-12.883959,53,1186.143574,False
0.955816,100,1190.421392,False
-2.437518,100,1194.60443,False
0.179589,100,1198.735231,False
1.39585,100,1211.05491,False
-0.388345,100,1214.765642,False
-15.280549,57,1217.489758,False
1.345133,100,1221.199116,False
0.743052,100,1224.909203,False
0.149381,100,1228.64088,False
0.34152,100,1232.475774,False
0.534952,100,1236.947938,False
-11.70289,44,1238.701226,False
-10.25938,82,1241.971579,False
1.356035,100,1245.956351,False
0.859232,100,1250.072024,False
1.825618,100,1254.124686,False
1.111044,100,1258.936733,False
0.772413,100,1263.08358,False
-10.505551,65,1265.793482,False
1.344248,100,1269.925895,False
0.495574,100,1274.057301,False
0.566886,100,1278.867275,False
0.657561,100,1282.990952,False
1.363916,100,1287.124184,False
-12.243614,67,1289.918718,False
0.860237,100,1294.043558,False
1.838677,100,1298.181867,False
0.828925,100,1302.982343,False
0.640757,100,1307.211307,False
1.541195,100,1311.355667,False
-11.336512,28,1312.5123,False
1.899127,100,1324.908254,False
-10.340147,99,1328.580565,False
1.233495,100,1332.895725,False
1.767023,100,1336.619164,False
-0.454026,100,1340.332254,False
0.796191,100,1344.17127,False
21.443494,100,1348.005046,True
0.655747,100,1352.633615,False
0.828414,100,1356.603634,False
0.638787,100,1360.596275,False
0.878235,100,1364.594695,False
0.483913,100,1368.630229,False
21.4331,57,1371.687012,True
22.467377,94,1375.670188,True
0.948274,100,1379.821639,False
1.58117,100,1383.957228,False
1.499456,100,1388.224972,False
0.732288,100,1392.356978,False
1.582008,100,1397.172675,False
1.28206,100,1401.299235,False
0.617048,100,1405.433448,False
-11.178344,40,1407.084588,False
21.755353,74,1410.151186,True
1.319719,100,1414.287797,False
1.107127,100,1419.030564,False
22.332297,100,1423.015156,True
1.590246,100,1435.45976,False
0.491281,100,1439.173351,False
21.911373,45,1440.853899,True
0.806375,100,1445.17284,False
1.537348,100,1448.919712,False
0.748418,100,1452.65996,False
-11.256803,83,1455.787138,False
1.514094,100,1459.631176,False
0.092294,100,1463.573119,False
0.940392,100,1468.210035,False
0.567688,100,1472.189061,False
1.582501,100,1476.167275,False
1.817183,100,1480.17076,False
-17.702711,30,1481.362182,False
0.682172,100,1486.059132,False
0.877702,100,1490.069637,False
0.951192,100,1494.136624,False
0.670194,100,1498.117968,False
0.144125,100,1502.095385,False
-14.096463,74,1505.042464,False
1.101536,100,1509.776726,False
1.007765,100,1513.774001,False
0.642719,100,1517.809952,False
1.354401,100,1522.291776,False
0.487326,100,1527.036341,False
-14.46478,77,1531.241243,False
1.083279,100,1535.397954,False
0.444487,100,1551.122599,False
0.987671,100,1555.970269,False
0.986224,100,1561.627575,False
0.933273,100,1567.646844,False
2.151681,100,1573.910836,False
0.965184,100,1578.57072,False
0.737738,100,1582.856591,False
1.178915,100,1587.359131,False
2.017217,100,1592.783771,False
21.126675,57,1595.445546,True
0.385903,100,1600.163306,False
-11.50409,24,1601.316232,False
0.905292,100,1606.484103,False
0.783084,100,1611.849693,False
1.203138,100,1617.603921,False
