#{"t_start": 1785317522.183218, "env_id": "None"}
r,l,t,is_success
23.19007,98,6.159961,True
0.944162,100,9.585939,False
0.742283,100,13.163025,False
-10.267841,25,14.032912,False
1.262595,100,17.603577,False
0.479699,100,21.722572,False
21.858144,69,24.319377,True
1.615253,100,27.869621,False
-10.163844,24,28.704495,False
0.296188,100,33.170012,False
1.002784,100,36.687452,False
-10.081448,31,37.764997,False
-12.616779,69,40.254982,False
-1.080511,100,44.301583,False
2.157806,100,47.741631,False
-11.783234,98,51.130774,False
1.481657,100,54.602306,False
-8.988374,75,57.137668,False
0.919543,100,61.017451,False
-11.323769,62,63.135088,False
21.892004,80,65.884448,True
0.503221,100,69.35818,False
0.96284,100,72.877126,False
1.282553,100,76.281127,False
0.993875,100,80.290308,False
0.871274,100,83.671785,False
-10.850493,54,85.525708,False
0.424368,100,89.077036,False
1.605225,100,92.477923,False
1.469912,100,101.640909,False
1.002374,100,105.054824,False
1.746142,100,108.609842,False
22.023072,96,111.947559,True
1.131062,100,115.571686,False
1.639603,100,119.625406,False
21.768695,68,121.928717,True
1.204833,100,125.352132,False
0.36244,100,128.88427,False
1.34268,100,132.299726,False
2.993339,100,135.686854,False
1.10156,100,139.600174,False
0.727878,100,142.992692,False
1.413138,100,146.492457,False
2.283122,100,149.878455,False
-9.707416,38,151.165323,False
1.581971,100,154.628403,False
1.087795,100,158.515606,False
1.383053,100,162.080434,False
22.046212,52,163.841805,True
2.765047,100,167.40372,False
1.080929,100,170.803299,False
1.673078,100,174.77392,False
1.283182,100,178.159674,False
1.318939,100,181.546656,False
0.741401,100,184.976061,False
0.85733,100,193.776911,False
1.279046,100,197.644707,False
1.296197,100,201.044146,False
-0.701139,100,204.481713,False
-9.725518,74,206.997468,False
0.498455,100,210.439119,False
1.594402,100,213.865665,False
1.380356,100,217.694253,False
0.946225,100,221.368413,False
-9.823616,90,224.491854,False
0.7633,100,228.020715,False
1.524942,100,231.540373,False
1.602564,100,235.490665,False
22.31244,84,238.406447,True
1.20405,100,242.026468,False
2.305581,100,245.628816,False
1.300776,100,249.431349,False
-11.041058,54,251.441919,False
0.734044,100,255.747121,False
21.589007,55,257.796998,True
-0.110167,100,261.574111,False
1.819981,100,265.307531,False
0.468343,100,269.221334,False
21.835395,81,272.855943,True
1.159071,100,276.47937,False
0.86251,100,280.107029,False
-1.464968,100,283.704758,False
1.439378,100,293.907112,False
1.062093,100,297.284153,False
0.906467,100,301.362893,False
1.194994,100,304.798811,False
1.594278,100,308.454292,False
20.938551,46,310.099949,True
0.621933,100,313.670981,False
20.752642,60,315.823122,True
0.522984,100,320.220747,False
21.171523,50,322.139346,True
-1.992248,100,325.838834,False
-17.895523,53,327.796892,False
0.911347,100,331.519008,False
21.352141,52,333.450866,True
0.618478,100,337.913754,False
22.518746,76,341.151888,True
21.555205,78,344.217528,True
22.337826,86,347.490898,True
-10.282041,100,351.348329,False
-9.383287,74,354.213423,False
21.99339,90,358.260725,True
22.351638,60,360.519691,True
-2.873444,100,364.233938,False
-10.136024,37,365.602844,False
22.62223,80,368.609614,True
-8.362001,87,371.898259,False
22.694069,66,374.345949,True
1.18626,100,378.687995,False
0.808974,100,382.776091,False
-10.339275,93,387.218155,False
21.953839,78,398.834188,True
-0.02846,100,403.140706,False
1.072807,100,407.695446,False
21.694996,70,410.46844,True
22.565836,94,414.456462,True
22.197858,89,418.033982,True
21.554235,69,420.928976,True
1.191729,100,425.051362,False
1.028641,100,429.489271,False
22.303983,72,432.602041,True
21.856798,79,436.074348,True
-9.486984,64,438.612597,False
0.23667,100,442.585571,False
-10.629101,81,445.746918,False
0.555692,100,449.695873,False
-10.578444,80,453.493152,False
1.173694,100,457.417911,False
-9.917437,79,460.521219,False
-11.499531,90,464.08656,False
-9.269181,98,468.008725,False
21.749194,61,470.299847,True
22.486661,84,474.219369,True
1.59461,100,477.974355,False
1.205131,100,481.735937,False
-13.523939,21,482.527957,False
0.522675,100,486.351888,False
-10.458234,88,489.657066,False
2.238451,100,494.025071,False
0.884393,100,497.78087,False
1.213638,100,507.83853,False
2.293747,100,511.355238,False
-11.779588,89,514.614587,False
-9.000655,90,518.428114,False
2.040324,100,522.304235,False
-12.126959,81,525.312278,False
0.880008,100,529.162941,False
-13.388494,60,531.419569,False
-0.574469,100,535.178613,False
-1.031129,100,539.571074,False
-16.379289,55,541.780018,False
-0.666992,100,545.676569,False
1.062776,100,549.623199,False
-13.002039,92,553.269742,False
1.104968,100,557.771472,False
1.356865,100,561.732501,False
22.417824,92,565.302724,True
-10.147997,92,568.87604,False
0.269327,100,572.759174,False
-11.20294,97,576.522595,False
1.348766,100,581.102869,False
0.662832,100,585.01878,False
1.220136,100,589.414032,False
1.130806,100,593.34999,False
-0.234921,100,597.231594,False
1.149727,100,601.808914,False
-10.977712,78,604.848844,False
2.642297,100,616.996605,False
21.972819,60,619.504444,True
0.72352,100,623.914581,False
22.110426,89,627.945854,True
22.822892,93,632.488185,True
0.756536,100,636.831397,False
-12.627731,61,639.3001,False
0.118665,100,643.39232,False
0.302935,100,647.548907,False
1.935522,100,652.28502,False
0.519178,100,656.562873,False
2.969365,100,661.14891,False
2.254806,100,666.24632,False
-17.126679,40,668.243058,False
1.953141,100,672.582033,False
-12.709865,95,677.31782,False
1.715731,100,682.123654,False
0.884635,100,686.340387,False
1.14253,100,690.658153,False
1.086329,100,694.913544,False
1.910116,100,699.800695,False
1.257039,100,704.244763,False
0.451988,100,708.469527,False
1.811542,100,712.517998,False
22.19706,83,715.933736,True
-10.458519,93,719.696928,False
1.301104,100,732.43346,False
22.150219,80,735.363621,True
-12.64728,97,738.921324,False
-9.934067,99,742.721623,False
-1.276442,100,746.449876,False
1.166925,100,751.399751,False
1.122961,100,755.333603,False
0.736731,100,759.772831,False
-10.518743,90,763.469805,False
1.200715,100,768.064436,False
0.748258,100,773.088766,False
-10.125189,37,774.71667,False
-11.373034,20,775.578808,False
-12.40174,96,779.910914,False
22.2959,93,784.127964,True
-1.161279,100,789.050761,False
22.161522,40,790.947313,True
-14.860772,99,796.398022,False
-9.045277,98,800.894587,False
-11.163341,25,802.045051,False
-12.662017,93,806.230928,False
22.207878,69,809.351089,True
22.468583,83,812.955651,True
0.690105,100,817.956083,False
-10.090758,55,821.241198,False
1.83208,100,825.618414,False
-9.536202,41,827.409269,False
1.148681,100,831.583975,False
1.068294,100,835.626107,False
21.984377,83,839.039231,True
1.085059,100,844.651841,False
2.52325,100,857.959754,False
-0.301876,100,862.676417,False
2.660203,100,867.164147,False
-12.64503,77,870.574298,False
0.098338,100,875.181038,False
0.356741,100,881.156597,False
21.367133,79,885.354522,True
-10.930752,95,890.276125,False
22.179169,99,894.688778,True
2.1871,100,899.169674,False
-0.745447,100,904.305082,False
1.415785,100,908.669608,False
1.629786,100,913.002078,False
1.196746,100,917.379445,False
1.88336,100,921.592729,False
-8.624965,61,924.860377,False
1.959103,100,929.151733,False
1.657555,100,933.194976,False
1.40313,100,937.369532,False
22.250421,55,939.591479,True
1.479059,100,943.635578,False
0.794654,100,948.313268,False
1.673751,100,952.21582,False
0.761525,100,956.38297,False
1.075339,100,960.301754,False
0.896758,100,964.265829,False
1.52185,100,974.498634,False
0.592878,100,978.301354,False
-9.686089,93,981.824211,False
-0.408476,100,985.598867,False
1.982636,100,989.436917,False
-11.42505,81,992.738314,False
0.988757,100,997.441252,False
22.147749,96,1001.229303,True
0.565871,100,1005.184568,False
0.798322,100,1009.275037,False
0.599902,100,1013.524576,False
0.328562,100,1018.243636,False
0.679102,100,1022.513635,False
0.949394,100,1026.595198,False
0.99556,100,1030.669639,False
0.564965,100,1034.766809,False
1.565662,100,1039.496998,False
1.151423,100,1043.540263,False
1.165595,100,1047.633087,False
-1.008863,100,1051.75198,False
22.768324,62,1054.256987,True
1.614477,100,1058.932942,False
-14.86273,90,1062.581876,False
1.595663,100,1066.685192,False
0.70522,100,1070.817756,False
1.251767,100,1074.841126,False
0.704638,100,1086.98411,False
-10.530456,79,1090.549654,False
1.240492,100,1094.183662,False
22.9108,78,1097.009085,True
0.648078,100,1100.689349,False
1.464639,100,1104.438842,False
1.532466,100,1108.896677,False
1.47053,100,1112.934989,False
-9.961618,74,1115.909091,False
0.905288,100,1121.222951,False
1.184402,100,1125.382347,False
1.218299,100,1130.122772,False
-11.724919,57,1132.461495,False
1.248148,100,1136.926351,False
0.888798,100,1140.963655,False
1.299399,100,1145.204557,False
0.6135,100,1150.892024,False
21.600888,65,1154.578153,True
1.335899,100,1159.220868,False
0.852563,100,1163.802726,False
2.09155,100,1168.744034,False
0.630648,100,1173.353086,False
22.60968,88,1177.569742,True
1.853709,100,1182.695182,False
22.046086,83,1186.605547,True
0.726335,100,1191.220183,False
-0.21731,100,1206.174612,False
1.326452,100,1210.586335,False
-0.71815,100,1215.958111,False
22.857305,99,1220.241237,True
-11.698698,96,1224.686425,False
-9.499778,88,1228.536987,False
1.020779,100,1232.875549,False
0.853686,100,1237.98187,False
0.803322,100,1242.544171,False
22.607573,60,1245.284681,True
2.507497,100,1249.682746,False
0.469917,100,1254.012765,False
1.323923,100,1258.505411,False
0.638747,100,1263.462823,False
2.175707,100,1267.71593,False
23.318958,86,1271.364949,True
22.347306,88,1274.993105,True
1.016417,100,1279.318167,False
1.547057,100,1284.725388,False
1.390032,100,1289.058097,False
1.949416,100,1293.383227,False
-10.942803,80,1297.037005,False
1.048275,100,1301.750216,False
-10.81989,43,1303.721467,False
0.822951,100,1308.93368,False
1.748614,100,1313.694644,False
1.460239,100,1319.102439,False
2.180474,100,1333.019484,False
2.852299,100,1336.818365,False
0.664595,100,1341.709183,False
2.017503,100,1346.617373,False
1.263145,100,1350.701265,False
0.422402,100,1354.98058,False
22.215338,67,1357.973868,True
23.585399,91,1361.762272,True
1.240071,100,1366.697259,False
0.696672,100,1371.674202,False
1.251493,100,1376.076306,False
0.855567,100,1380.613143,False
22.53068,60,1383.54699,True
0.809527,100,1388.966306,False
0.322497,100,1393.597934,False
