#{"t_start": 1785317522.183315, "env_id": "None"}
r,l,t,is_success
1.439879,100,6.223515,False
2.245788,100,9.65014,False
-0.474078,100,13.230677,False
0.812177,100,16.812749,False
1.991076,100,20.274491,False
0.549996,100,24.615322,False
0.25918,100,28.143523,False
0.74016,100,32.481311,False
-9.575388,93,35.893835,False
-9.664527,72,38.374128,False
21.93632,99,42.382163,True
-1.49099,100,45.977855,False
0.786699,100,49.35767,False
-13.135592,52,51.196877,False
1.622006,100,54.671808,False
21.686186,58,56.631181,True
1.85578,100,60.501626,False
0.933924,100,63.913511,False
-10.294124,92,67.072981,False
-17.53679,58,69.120393,False
-0.169203,100,72.636234,False
-11.540094,83,75.46008,False
0.487627,100,79.478587,False
0.855874,100,82.847469,False
22.268302,91,85.988518,True
0.816459,100,89.519129,False
1.263731,100,92.909052,False
-14.487952,91,101.777582,False
21.551451,37,103.027891,True
0.705209,100,106.505301,False
1.340293,100,109.994673,False
1.087758,100,113.654392,False
0.579089,100,117.26506,False
1.249612,100,121.152151,False
1.570166,100,124.545568,False
22.297552,93,127.842205,True
21.726829,67,130.148396,True
0.837117,100,133.552405,False
0.067426,100,137.460097,False
1.047251,100,140.860168,False
0.77605,100,144.240026,False
1.239825,100,147.744035,False
21.895028,87,150.689111,True
2.050143,100,154.088623,False
21.935062,71,157.070107,True
2.557111,100,160.622965,False
21.843968,36,161.846767,True
0.845171,100,165.285646,False
2.168169,100,168.806957,False
0.342065,100,172.232359,False
1.365761,100,176.16223,False
21.739469,77,178.765742,True
1.207442,100,182.153883,False
0.814513,100,185.588056,False
-0.520516,100,194.385877,False
22.001662,65,197.067066,True
1.160729,100,200.442537,False
21.687491,77,203.128789,True
-12.650499,97,206.402593,False
0.744775,100,209.864213,False
0.951933,100,213.289153,False
0.250762,100,217.132684,False
22.332349,96,220.656348,True
1.292358,100,224.117082,False
1.98412,100,227.629359,False
0.780806,100,231.103061,False
0.62688,100,235.115935,False
0.86384,100,238.584195,False
0.032655,100,242.206787,False
-9.640651,89,245.407285,False
-3.248057,100,249.173498,False
1.777607,100,253.517629,False
0.882708,100,257.233277,False
1.126566,100,261.014476,False
1.564922,100,264.741696,False
-8.011359,94,268.384035,False
-11.296509,45,270.121744,False
22.27321,45,271.80744,True
-9.788981,90,275.691738,False
1.517217,100,279.321344,False
0.851812,100,282.910381,False
0.312278,100,293.16221,False
-2.683756,100,296.544286,False
21.65522,78,299.820155,True
2.596702,100,303.282299,False
1.963404,100,306.829521,False
0.738644,100,310.462487,False
22.123089,80,313.311471,True
2.122243,100,317.550639,False
1.438487,100,321.349897,False
21.817056,66,323.846512,True
22.055906,70,326.426608,True
22.271297,71,329.044275,True
0.565769,100,332.785893,False
-9.591626,57,334.892864,False
2.077959,100,339.700211,False
-11.072592,98,343.527263,False
0.966738,100,347.377293,False
2.989396,100,351.233177,False
-8.569875,98,355.010852,False
2.661983,100,359.440861,False
-12.723981,34,360.703871,False
-12.959834,63,363.056209,False
1.16164,100,366.765575,False
0.7852,100,370.502716,False
-10.079748,66,373.009679,False
22.057668,73,375.720934,True
22.205723,66,378.905495,True
-10.68063,62,381.375576,False
23.003777,82,384.903646,True
-9.868471,79,388.522482,False
22.128123,69,400.034351,True
0.916404,100,404.100838,False
0.759663,100,408.697675,False
22.671656,99,412.765048,True
21.886052,74,415.746002,True
-10.971246,37,417.213774,False
0.809049,100,421.421173,False
2.79421,100,425.498883,False
-10.734201,67,428.033675,False
-10.812144,91,432.524322,False
0.171885,100,436.820184,False
0.785393,100,440.833353,False
0.706925,100,444.725225,False
20.794877,61,447.108265,True
1.173309,100,451.745583,False
1.768074,100,455.655189,False
1.443357,100,459.580589,False
2.260328,100,463.531396,False
1.684988,100,467.55815,False
1.803878,100,471.930628,False
1.44284,100,475.827999,False
-0.653233,100,479.59674,False
1.424995,100,483.354396,False
1.044795,100,487.178859,False
20.652072,22,488.001635,True
22.538727,48,489.805567,True
-8.986505,83,493.539048,False
2.542922,100,497.294629,False
21.530367,74,506.454913,True
0.662543,100,509.986128,False
0.356972,100,513.625517,False
1.687209,100,517.768989,False
21.684166,82,520.936061,True
21.592276,74,523.700838,True
21.77183,44,525.349738,True
1.444274,100,529.201504,False
0.675644,100,532.961848,False
21.370101,84,536.122172,True
0.241151,100,540.548288,False
1.00816,100,544.511972,False
1.032309,100,548.387342,False
1.584238,100,552.412542,False
1.939464,100,556.290246,False
22.471601,69,559.616115,True
0.522208,100,563.56223,False
0.912979,100,567.440977,False
-10.422862,86,570.782181,False
-11.70233,70,573.495555,False
22.431774,89,576.947895,True
-10.108261,80,580.753066,False
1.256854,100,584.653635,False
22.69447,94,588.764246,True
0.383698,100,592.763732,False
-8.403136,79,595.837069,False
21.472757,44,597.547407,True
-3.526038,100,602.120777,False
1.186277,100,614.313909,False
0.337851,100,618.287995,False
0.857023,100,622.492975,False
21.819653,62,625.386754,True
21.85173,64,628.290837,True
-0.010885,100,633.039721,False
0.780036,100,637.395823,False
1.363884,100,641.460844,False
1.356636,100,645.545851,False
1.218651,100,649.739917,False
22.163334,100,654.432421,True
1.548126,100,658.864215,False
2.065461,100,664.01956,False
1.019616,100,668.803426,False
-17.020015,32,670.228735,False
1.274563,100,674.482049,False
0.862475,100,679.589626,False
20.703322,50,682.121317,True
-0.313817,100,686.339336,False
-15.367406,98,690.572662,False
3.002617,100,694.829277,False
1.78123,100,699.714293,False
-1.101203,100,704.15851,False
1.459519,100,708.385776,False
23.09131,85,711.818026,True
2.002675,100,715.933154,False
-10.743187,89,719.534454,False
0.945452,100,724.312666,False
-11.476687,98,735.875027,False
1.15123,100,739.667385,False
1.102334,100,743.37684,False
-0.834341,100,747.248227,False
22.186596,70,750.931396,True
1.031801,100,754.864946,False
0.971739,100,759.189592,False
-0.825545,100,763.386703,False
1.009155,100,767.960128,False
21.101252,49,770.15673,True
1.131613,100,775.14727,False
22.404426,76,778.442935,True
2.925651,100,783.110132,False
1.713584,100,787.898077,False
1.122878,100,792.639726,False
1.76876,100,798.099656,False
21.897418,90,802.258768,True
-13.90478,78,805.785958,False
21.500103,52,808.15361,True
2.340193,100,812.526795,False
1.09917,100,817.51561,False
-10.952713,100,822.728229,False
23.345491,94,826.857904,True
-1.593506,100,831.101181,False
21.680835,69,833.88001,True
1.111214,100,837.982684,False
-9.999588,58,840.395274,False
21.819283,59,844.146848,True
1.471543,100,857.551233,False
21.082418,46,859.665475,True
3.118014,100,864.371511,False
1.549398,100,868.793769,False
21.311806,68,871.882153,True
0.573187,100,877.278565,False
-0.657913,100,882.505342,False
-0.009142,100,887.934102,False
0.824271,100,892.694234,False
1.282984,100,897.166871,False
-12.981132,95,902.108497,False
22.270499,72,905.272401,True
0.936298,100,909.633895,False
2.193557,100,913.918322,False
-12.908218,66,916.859509,False
0.22851,100,921.099569,False
0.802773,100,926.001522,False
0.754034,100,930.257006,False
21.348616,59,932.630037,True
0.938028,100,936.787731,False
1.153743,100,940.843677,False
0.791124,100,944.890455,False
23.273376,97,949.395028,True
0.441576,100,953.310837,False
-0.276964,100,957.467801,False
21.722732,87,960.885591,True
0.918846,100,964.856332,False
0.80144,100,975.055229,False
1.321909,100,978.86116,False
1.528629,100,982.649258,False
0.731511,100,986.423668,False
21.48713,38,987.882854,True
-10.809947,62,990.324516,False
-9.986381,56,992.616201,False
21.656789,92,996.981234,True
1.540811,100,1000.956051,False
1.076084,100,1004.899326,False
1.048905,100,1008.994785,False
0.800544,100,1013.194714,False
21.606727,47,1015.828202,True
3.096025,100,1019.860722,False
0.647971,100,1024.139636,False
0.785059,100,1028.200925,False
0.912111,100,1032.337619,False
0.648639,100,1037.028316,False
0.804641,100,1041.097439,False
1.121183,100,1045.198265,False
22.676564,93,1048.962252,True
0.974595,100,1053.082764,False
1.18659,100,1057.107628,False
1.314552,100,1061.811954,False
2.329737,100,1065.886414,False
-11.246248,95,1069.827437,False
-11.440272,99,1073.833397,False
21.922131,80,1085.307314,True
1.084726,100,1089.670606,False
21.385334,79,1092.547645,True
21.585501,73,1095.201503,True
-8.982683,61,1097.406826,False
1.57664,100,1101.102701,False
1.568088,100,1104.852821,False
1.622866,100,1109.335908,False
-0.88398,100,1113.360161,False
2.124631,100,1118.189458,False
2.812006,100,1122.782051,False
1.121391,100,1126.893929,False
0.402073,100,1131.643172,False
1.295417,100,1136.118285,False
-10.003966,87,1139.634937,False
2.121911,100,1143.873199,False
0.810458,100,1148.773696,False
1.598186,100,1154.66671,False
-9.827194,86,1158.705955,False
-8.664617,86,1162.566423,False
1.312319,100,1167.567358,False
0.44873,100,1172.195881,False
22.636744,92,1176.58197,True
22.657134,94,1181.375629,True
21.995151,66,1184.582119,True
1.414027,100,1189.176515,False
22.247429,89,1193.411509,True
0.548767,100,1208.077103,False
0.883846,100,1213.306072,False
2.240946,100,1217.87782,False
-8.597011,89,1221.783052,False
1.431977,100,1226.381379,False
1.208992,100,1230.670307,False
-17.734266,36,1232.195639,False
0.623167,100,1237.36503,False
1.01683,100,1241.978301,False
1.195691,100,1246.432609,False
0.807977,100,1250.965381,False
1.580389,100,1255.146219,False
3.092277,100,1260.318298,False
-9.101959,92,1264.246194,False
0.674841,100,1268.488804,False
-10.667036,67,1271.321995,False
-8.871815,89,1274.993104,False
2.27794,100,1279.31777,False
0.853188,100,1284.726722,False
-10.122657,89,1288.58101,False
0.917277,100,1292.918174,False
1.374166,100,1297.418548,False
0.945418,100,1302.144112,False
1.046954,100,1307.446102,False
1.438414,100,1312.160012,False
22.035554,83,1316.564418,True
-10.798178,91,1320.832685,False
2.713639,100,1334.536343,False
0.963068,100,1338.557989,False
1.962289,100,1343.670356,False
1.367426,100,1348.248019,False
22.480609,75,1351.322626,True
0.740149,100,1355.602025,False
1.240796,100,1359.965502,False
0.825067,100,1364.918233,False
0.346467,100,1369.634155,False
1.327786,100,1374.23144,False
-10.458189,97,1378.396235,False
1.099185,100,1383.199152,False
2.731153,100,1388.714548,False
0.915083,100,1393.330306,False
0.805903,100,1397.794218,False
21.922623,56,1400.39907,True
0.660939,100,1404.957751,False
2.19319,100,1409.322674,False
0.357549,100,1414.560763,False
1.191171,100,1418.91159,False
2.126692,100,1423.894211,False
1.018384,100,1428.142322,False
0.645373,100,1432.541356,False
-11.255645,98,1437.793682,False
1.10646,100,1442.370089,False
-0.080053,100,1454.882534,False
0.655176,100,1459.106574,False
1.66597,100,1463.073086,False
1.124381,100,1467.909607,False
1.077964,100,1471.97678,False
1.299894,100,1476.038809,False
-10.821423,89,1479.486401,False
1.365945,100,1483.664995,False
1.154819,100,1489.026755,False
0.936023,100,1492.968706,False
1.956701,100,1496.998965,False
-10.439759,96,1500.986157,False
0.928691,100,1505.170266,False
-8.444498,61,1507.724962,False
0.557354,100,1512.642356,False
21.921987,85,1516.231749,True
-9.907856,100,1520.497326,False
-8.607982,100,1524.710343,False
22.072096,72,1527.762713,True
1.468971,100,1533.071362,False
22.558918,79,1536.777885,True
-9.322644,66,1539.874716,False
22.344741,60,1542.928082,True
1.658772,100,1547.525636,False
21.897473,30,1549.011515,True
1.655614,100,1553.654765,False
1.591367,100,1558.926002,False
-10.299671,69,1561.980637,False
22.183615,87,1573.751293,True
-9.126993,72,1576.596652,False
-0.13219,100,1580.35892,False
1.756993,100,1584.302379,False
1.4127,100,1588.886744,False
22.06288,70,1591.741923,True
1.850558,100,1595.738762,False
1.660188,100,1599.646158,False
21.445546,64,1602.242468,True
22.567593,79,1605.392784,True
0.338245,100,1610.546027,False
1.18798,100,1614.84307,False
21.418139,58,1617.368468,True
-12.816383,97,1621.886826,False
-13.150954,95,1626.416853,False
1.13534,100,1630.992215,False
1.866932,100,1636.443195,False
3.435989,100,1640.937189,False
1.302805,100,1645.334769,False
-10.314701,96,1649.669574,False
0.940477,100,1653.948516,False
-13.621942,28,1656.015205,False
1.058601,100,1660.638124,False
22.076527,87,1664.858854,True
22.467928,90,1669.220845,True
-13.129211,83,1673.099817,False
-0.045208,100,1677.810887,False
1.199703,100,1683.247421,False
2.421376,100,1697.018315,False
21.757015,67,1700.260698,True
1.021144,100,1704.45109,False
23.072003,70,1707.296961,True
-9.340961,93,1711.179729,False
1.562301,100,1715.947394,False
